homoSapienGeneId	Human_Brain_Female	Human_Brain_Male1	Human_Brain_Male2	Human_Brain_Male3	Human_Brain_Male4	Human_Brain_Male5	Human_Cerebellum_Female	Human_Cerebellum_Male	Human_Heart_Female	Human_Heart_Male1	Human_Heart_Male2	Human_Kidney_Female	Human_Kidney_Male1	Human_Kidney_Male2	Human_Liver_Male1	Human_Liver_Male2	Human_Testis_Male1	Human_Testis_Male2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Chimpanzee_Heart_Male	Chimpanzee_Heart_Female	Chimpanzee_Kidney_Male	Chimpanzee_Kidney_Female	Chimpanzee_Liver_Male	Chimpanzee_Liver_Female	Chimpanzee_Testis_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Gorilla_Heart_Female	Gorilla_Heart_Male	Gorilla_Kidney_Female	Gorilla_Kidney_Male	Gorilla_Liver_Female	Gorilla_Liver_Male	Gorilla_Testis_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Orangutan_Heart_Female	Orangutan_Heart_Male	Orangutan_Kidney_Female	Orangutan_Kidney_Male	Orangutan_Liver_Female	Orangutan_Liver_Male	Macaque_Brain_Female	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Macaque_Heart_Female	Macaque_Heart_Male	Macaque_Kidney_Female	Macaque_Kidney_Male	Macaque_Liver_Female	Macaque_Liver_Male	Macaque_Testis_Male2	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Mouse_Heart_Female	Mouse_Heart_Male1	Mouse_Heart_Male2	Mouse_Kidney_Female	Mouse_Kidney_Male1	Mouse_Kidney_Male2	Mouse_Liver_Female	Mouse_Liver_Male1	Mouse_Liver_Male2	Mouse_Testis_Male1	Mouse_Testis_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Opossum_Heart_Female	Opossum_Heart_Male	Opossum_Kidney_Female	Opossum_Kidney_Male	Opossum_Liver_Female	Opossum_Liver_Male	Opossum_Testis_Male1	Opossum_Testis_Male2	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Platypus_Heart_Female	Platypus_Heart_Male	Platypus_Kidney_Female	Platypus_Kidney_Male	Platypus_Liver_Female	Platypus_Liver_Male	Platypus_Testis_Male1	Platypus_Testis_Male2	Platypus_Testis_Male3	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male	Chicken_Heart_Female	Chicken_Heart_Male	Chicken_Kidney_Female	Chicken_Kidney_Male	Chicken_Liver_Female	Chicken_Liver_Male	Chicken_Testis_Male1	Chicken_Testis_Male2
ENSG00000168234	9838	10137	12614	5107	682	380	1225	7916	2859	2609	2619	2106	1452	1946	202900	111584	10324	28795	1513	846	1693	4425	1978	5549	2433	7992	1116	3038	14160	14011	7402	11794	5080	9726	4726	3837	3775	682	553	13633	13182	26803	32208	9520	1611	4547	3064	1192	150	8303	7775	17678	24265	5934	5511	7477	7246	1359	1985	1435	2708	15216	21741	7424	25429	66229	12662	31774	12744	22052	5651	3320	6094	15412	33673	22426	150505	284427	230765	39063	35662	8328	1585	5466	4673	0	0	959	464	8162	10251	452	2557	22503	14687	17924	12168	76	832	528	4251	18098	13316	3516	15738	6016	8822	6320	6801	7568	677	605	1377	766	1514	645	6326	6199
ENSG00000140025	6190	2500	3855	3707	3008	531	2564	7225	607	1669	755	8037	972	4468	3741	1331	3273	21314	1061	1442	3124	3731	2330	2811	1889	6366	1825	1991	21727	8074	4161	1868	10906	457	75	152	150	0	0	117	76	107	0	6589	649	1626	1559	2055	1755	2868	12100	1432	7109	620	248	960	151	651	378	375	648	369	716	21439	304	680	70	152	0	77	0	0	151	0	76	75	0	152	0	6024	4805	2258	589	384	220	1088	8935	2733	5321	0	150	7332	12094	704	167	200	75	0	0	301	449	0	0	814	2702	2547	2521	1041	755	678	0	67	141	0	75	0	4491	27717
ENSG00000125304	77223	50510	88597	27196	24196	3179	47999	95804	33484	39853	68349	116688	69393	131073	189359	84616	20932	95331	15970	29638	27512	59610	47414	27416	35095	42604	71602	42478	188480	106080	60150	99881	208514	77234	32586	42171	26759	13500	11579	91204	139813	106486	129713	126160	25599	53955	38095	56472	14759	58327	102906	55421	113000	25747	30325	41113	28135	14609	29060	33594	24181	50302	47377	115588	130805	269384	61238	104044	41578	79563	145992	102785	97960	273457	158326	185913	197272	85131	161594	127958	141730	150011	28021	32712	34210	16982	104238	45743	34245	34328	28980	35527	92547	174839	78247	86819	76769	24560	26382	44929	121278	175429	84138	19504	115965	31634	63758	43836	56817	75639	34951	22309	116582	92516	147962	60501	51027	138345
ENSG00000101447	1733	1063	1291	835	228	76	3034	904	228	456	238	2128	6885	836	5505	1671	3570	13577	1746	1030	719	2033	1749	911	654	3624	606	380	2530	716	658	3428	2665	3290	2394	1140	129	1745	151	2240	3295	1287	6130	5172	209	985	142	76	0	0	380	228	76	610	760	821	445	152	185	574	441	152	625	2655	2537	4281	1592	3407	1593	2163	228	128	304	379	228	684	152	152	0	6254	4627	1745	582	2120	3071	0	636	1219	534	0	0	8678	15914	7228	3295	6986	6312	2486	2840	4374	5837	3902	2430	6361	26285	8868	161	380	380	1017	152	152	76	279	146	0	31987	40146
ENSG00000028116	11098	7083	8394	2831	13710	506	1504	3896	5228	5929	11696	8021	537	7114	14097	5759	2486	19100	1815	6642	6366	8776	8595	3746	3625	8397	21929	19606	22361	16543	4017	16469	11417	4025	3272	1858	2951	4795	2403	7736	11619	14034	21617	21563	2531	3772	7656	16285	4748	7015	11096	9800	16063	1199	1213	606	664	1636	2333	1466	1054	225	530	846	3138	7984	1003	1627	531	1128	4323	4035	3318	5102	3374	3653	4553	2753	3778	9478	12926	7620	2525	1210	1507	759	7754	2451	2972	1695	2642	4511	10382	11748	10312	9803	5493	1888	1466	1781	3093	2317	1542	4894	15172	14089	2590	2487	2817	4195	11153	5893	12519	3826	8618	1973	16856	40740
ENSG00000139719	20761	14596	21440	12275	6750	2068	16371	31845	6171	7634	6131	14457	9497	9391	9791	9281	13386	50322	18073	19734	17112	24223	25069	24685	16701	36644	15830	20835	31799	31720	8723	25785	93666	31788	14178	13795	5768	3471	2091	13756	12814	7954	6984	34438	15582	30045	24228	4941	3204	5330	9117	2326	6978	54326	74829	49041	42847	25297	34095	26518	29030	33415	52425	297785	131881	384642	84758	129543	61250	107071	51755	32644	51232	57879	64660	73395	39291	25934	44801	16868	19826	63153	16328	28941	27463	8281	24573	12114	7763	7088	3214	9583	33150	42429	22423	32015	26499	7582	14578	4677	14683	12754	9740	5645	29947	15247	50689	32622	28008	40915	13985	11750	28368	17380	23221	20944	35315	21253
ENSG00000148358	128986	76602	121798	70325	89809	17302	106795	225854	41639	54708	52397	97296	82340	113689	40743	43158	29679	141862	40854	43246	49940	68403	63266	84301	80577	166637	74168	81657	149910	165387	18752	101677	118045	13112	7958	10562	4130	2482	1420	8235	6844	3637	4131	13183	13075	32439	17296	11466	8701	27595	30977	4827	13692	9659	16008	17330	11911	5900	10752	8472	9391	4217	3239	16839	54467	159607	34472	90321	42030	78147	68498	42764	52080	57245	52965	78936	22214	22420	34639	55014	63079	11265	1776	5210	3765	1647	6714	6524	2863	2069	1360	6309	8911	23135	10743	17554	17241	6540	6181	15596	21396	11359	14219	15459	49858	20110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185917	20782	11815	12701	8760	12943	1720	11029	23267	7302	6541	11247	15840	9023	15742	9322	5571	8699	50394	8970	10844	11935	15237	17511	10274	10699	23878	7563	4916	23296	18633	2715	10904	25955	7836	5807	8161	7511	3478	3608	10150	15029	7155	8609	25630	8163	17687	29484	8582	3816	26043	36615	5643	13327	4838	5682	9142	8305	3871	4373	7877	8467	4412	12499	23185	6545	23903	2846	6495	3267	5252	2671	1274	1366	4489	2010	1542	4933	5307	5926	3434	4368	1055	75	333	150	226	2104	1368	1012	1132	983	646	1352	1728	2199	3015	2266	0	303	227	304	152	152	303	1329	570	1706	1059	2131	1891	1062	227	4249	1287	303	75	3942	8577
ENSG00000104142	61048	35232	44049	50741	31440	15407	61597	129225	16523	50961	22233	63616	46628	36127	24348	31924	15244	32499	43987	40042	30250	44794	40385	41792	33649	79966	25560	30976	44157	63649	8956	58009	21464	72745	57540	60770	19134	23830	11239	48461	34801	23136	20636	21114	29202	50532	16685	9727	7309	16268	28573	8705	14342	40105	70928	31794	38175	17393	25515	26977	18903	32287	46093	23385	72140	206744	45395	130755	56654	68845	35302	19181	23901	34977	36436	36416	21085	19443	19166	23516	27529	89861	19604	60246	55708	24767	46248	45595	23091	23952	10339	15393	31733	38118	39043	30449	39694	19356	9757	18760	26432	14287	19029	18033	81238	35618	30310	18863	24329	29025	6545	7218	11275	10847	8638	7491	173230	142721
ENSG00000111305	451	149	982	152	0	152	271	0	0	0	0	303	377	76	304	0	113566	594153	380	112	608	442	1045	227	170	152	0	747	1589	304	0	228	395036	906	76	0	0	0	992	255	150	0	76	190210	1080	1745	314	0	76	74	76	10	0	152	0	107	243	127	76	76	295	174	73	878860	1591	2249	304	278	0	0	303	0	0	0	76	0	0	1741	0	1721801	1749354	347	12	76	11	0	0	76	0	188	76	230	0	76	0	159	0	0	0	0	0	0	0	0	211	72	833	0	0	0	12	0	76	12	0	0	456	519
ENSG00000157911	56267	29030	30049	51095	56213	16873	58015	75622	34486	43311	30836	64454	62394	60840	63627	73992	34168	65706	39234	37652	37249	31492	40475	26067	21427	42764	14252	18617	74319	51063	24573	30162	22306	44099	37051	27227	25820	13230	11006	29946	39950	43340	33584	32767	12723	18085	4970	5419	4299	6244	9089	3460	6573	2836	11271	2662	4021	2887	4436	5506	2346	4652	48399	15428	9960	34045	4712	17731	7386	17315	20500	15835	11815	11714	14387	11388	4355	6307	4347	2314	3459	26316	5029	27965	22213	30609	44657	23029	10852	12926	10583	1336	4898	26688	18224	16181	18081	8260	10317	6938	17928	10412	8932	18847	69105	46343	18913	9777	22524	19853	16672	8920	19656	12643	17365	16588	27862	31486
ENSG00000141258	258723	177501	189807	258661	60127	73482	142425	207286	67719	78664	39388	98342	67370	98760	37714	38165	30626	118587	67973	44962	48172	70415	70136	69964	36352	62355	16012	12451	46337	39333	5044	13149	28398	355103	247398	107419	81280	56021	19627	87696	103253	29369	25585	99745	172372	241104	44917	37577	23610	36125	47941	5147	13647	170240	299114	47620	61257	34211	45673	41937	31458	18092	66032	326029	142894	436788	85730	71850	46196	45456	19635	14987	17016	41439	54651	45461	10175	9521	8536	49477	70773	298841	76355	13158	11731	15295	42329	4845	2275	152	152	1664	3820	36697	97493	10468	8548	4148	2562	7508	3152	2298	1949	78150	199042	116834	169602	98648	40097	54991	4156	3047	11192	10108	7468	4230	238056	218892
ENSG00000091181	0	0	76	6	0	0	466	0	0	151	10	0	0	0	0	0	406	687	0	39	0	0	0	0	0	0	0	4	276	0	0	142	1391	152	0	0	0	0	76	151	0	147	75	1837	0	76	0	0	0	76	0	76	0	0	0	0	75	0	0	0	0	0	0	297	0	0	32	0	0	0	227	76	0	1785	5076	980	0	0	0	870	454	280	174	133	138	0	152	0	0	0	0	76	75	227	75	303	151	150	75	0	71	505	896	76	531	76	360	214	0	233	76	0	0	76	0	76	1552	1825
ENSG00000152422	1962	984	2257	303	601	0	679	2269	826	758	1588	2791	1135	3164	2937	378	829	5509	380	1288	758	1668	2119	1805	2018	1589	9283	3671	12835	5620	2115	4524	7121	1893	301	1114	299	529	152	1984	2344	2612	1627	5393	592	1367	1309	752	362	679	2985	1015	1594	1126	1203	2105	1968	983	2343	2097	2251	1583	380	3781	6090	13337	2720	4593	1136	5072	5508	3088	4370	6664	5519	8181	5338	2941	5348	17013	38991	3991	1101	441	452	226	2554	888	832	297	414	956	4204	8594	2595	2510	2236	331	821	151	247	0	83	325	1161	1121	1802	2126	1592	2451	641	375	1218	1648	736	228	227	2423
ENSG00000198561	112277	90124	104873	43712	54067	10329	101361	112049	85602	84774	98971	266313	181324	266817	140065	93278	53545	242871	47035	47901	44800	67035	70143	84767	63211	128004	153370	110128	453328	356281	78314	179975	154134	238403	79778	98218	69589	60573	72390	295000	309768	167683	225558	186681	57395	132635	72267	68606	38026	109394	142989	44043	99529	93337	125157	81175	71887	76838	85084	135170	149269	149311	141461	154240	99755	248281	43180	139104	45775	94513	172423	91765	132141	253339	193657	268808	194588	100651	177660	78138	95344	65960	14957	31849	30805	29999	75089	80895	46555	46975	32041	23984	58527	8038	7829	17917	21261	15212	9340	24851	27359	15045	14191	9293	32072	12554	33820	23581	30826	43097	90998	91362	125159	135108	124876	197512	109216	67992
ENSG00000165219	55346	39480	52894	23214	22866	3922	56107	84395	23575	27690	23693	41986	19310	29056	24859	26696	28302	149026	13760	12100	12690	32323	20710	18903	34360	67907	23437	19131	45480	31131	9826	20569	124401	39224	17435	33377	23795	5050	6020	20799	23612	19419	23963	91550	17723	36642	30620	21281	6865	19548	24463	15058	23774	28431	44852	41199	33446	14776	13450	22352	24114	17858	12307	77119	134806	339721	70669	181000	73657	142107	75655	51959	61614	87776	82804	85254	83868	49196	60794	67502	92728	248931	29069	74265	52349	13727	38480	44478	25380	22198	12490	52679	119224	50994	25820	39260	30328	12590	13971	17665	12589	16705	13021	23126	71535	24675	0	0	0	0	0	0	0	0	0	0	75	0
ENSG00000029725	161753	85401	163274	46432	65388	5002	91871	118949	33063	35510	56326	60410	25802	45058	58682	41188	7770	58067	55388	74463	76472	145641	118298	73588	90503	132552	103900	96008	153976	97145	19754	57703	32790	196042	69363	79709	65535	21711	15398	63043	95008	49480	89485	58624	34785	75512	42443	36933	18011	16724	24284	24101	32880	59840	76854	60439	51166	39943	18434	17060	19743	38410	18555	36636	150623	389522	81007	145087	49264	122259	56191	40354	53365	59428	43414	54072	60655	24221	63628	29688	42029	33411	11534	16968	20249	16335	30408	7854	6134	4406	2630	4316	6171	20889	21436	16927	11147	4326	5137	1828	4078	4006	1967	2412	10231	5900	89735	54339	61772	86240	37628	21226	50820	27728	53595	18351	51654	157894
ENSG00000137166	46567	34032	24361	43421	39083	11013	72212	79053	43301	50806	39551	72200	85549	79211	34256	63610	50522	241359	17785	6932	8618	11512	11584	19513	10918	26815	8295	14420	30969	36557	5673	17258	14939	68491	46549	37847	9707	30681	7549	36249	55371	31082	13483	19999	22716	47663	7561	11222	5930	31460	31043	1554	18421	36584	44375	14432	27959	7277	16088	17219	19177	4221	26137	22938	44057	138591	26578	100543	40180	85519	30797	13045	26692	15906	21420	33107	27218	31895	28405	11897	45615	2104	684	16115	21189	11056	9839	11917	3396	5751	2724	998	1994	745	1476	1937	1063	225	226	1052	1538	932	1409	715	2183	1324	6442	3402	14783	14142	1193	1774	5558	3189	2452	5033	9290	4620
ENSG00000104365	26687	20167	15879	12185	25623	2641	90878	61170	29500	19008	25507	38868	26072	36602	21197	24958	7459	41549	22373	18896	18689	18997	24267	16613	45649	57689	16402	16697	84732	57883	17008	70901	21323	24716	15445	29060	17966	12403	16387	30830	29118	30771	25940	24554	8452	20424	21967	10893	5476	24320	22327	13407	24330	15793	19923	20871	18032	13407	17316	25426	19102	16333	25349	14903	52251	132708	29545	84996	30825	68675	46004	20339	37725	76145	54950	84781	78969	43883	71506	17956	29188	13398	2173	6616	6004	4615	13457	9103	4873	4811	4515	226	2089	11103	4034	8291	5832	5047	4413	8895	14766	6303	4430	2230	20392	6632	17575	12787	19556	24179	18991	13356	37915	22885	36014	16946	15754	34372
ENSG00000151692	70497	60342	67795	60360	104171	10160	173680	333749	15658	23623	14563	9863	12919	9729	2886	2118	4496	22418	14460	10013	10674	22463	17198	14489	35333	45824	9376	9329	13350	10318	7429	7788	3030	25849	17086	56220	17496	2771	4136	6708	3938	6998	10953	4602	38191	67149	177348	14797	2702	8644	13189	11962	37683	4817	6616	12412	13467	855	1418	2099	1467	906	1213	16182	36208	96175	14010	44135	21023	22600	29870	21247	6197	15085	17741	8390	3107	3712	2124	29520	34517	13471	932	6815	4522	1522	1717	466	321	0	0	1011	638	7058	5102	12131	8696	226	76	75	76	314	169	1733	4542	1464	12768	8343	5451	5838	1413	1681	3612	3321	326	166	6747	7487
ENSG00000177096	1367	986	1367	607	304	531	684	1518	6296	3638	9823	3561	7248	5143	1596	1950	1422	6218	1747	1974	1064	1283	986	2098	912	3335	1743	3790	4438	8629	368	3690	2780	2998	1371	683	817	1520	3489	4115	3038	911	2429	2492	95	152	102	574	354	889	352	228	680	882	1207	803	1595	1294	5347	1132	520	608	1162	3133	455	1291	151	228	228	152	1671	1206	684	456	835	844	76	76	76	6226	15821	270	357	152	277	455	904	75	102	552	76	457	302	98	820	1223	660	235	43	227	399	520	86	76	293	138	2949	1620	1770	3106	7453	24296	17225	10113	3604	12408	19549	6332
ENSG00000117543	9331	5265	7046	1770	4129	228	3778	7965	8520	7300	10909	14025	9793	9744	15257	13114	1664	7230	3812	7982	5701	11884	8133	4927	5985	12536	16984	10089	22491	12979	3618	12543	5279	22468	9276	12645	8412	10390	4569	19202	22903	22699	23911	18441	486	3196	2855	6410	5191	3967	8175	6246	13045	2307	3468	4007	2742	3339	2716	1524	1948	2182	2131	2950	8579	22382	3252	8819	3713	4213	5658	3919	6860	6112	7035	6381	9610	7038	6594	3771	4792	43132	10981	19685	24435	12495	44986	22044	19133	17719	10237	25740	108683	30947	17837	18637	15946	27165	20194	2414	5676	3244	5181	16476	59847	33623	7200	5068	6597	8134	6795	7027	12101	8030	14835	14193	21050	19705
ENSG00000166257	330494	154732	440047	194731	9445	47608	16527	33648	2466	2196	2946	991	2175	530	0	0	1952	7604	114520	174385	146683	313582	272234	92474	32131	12505	2237	1337	684	607	0	0	12823	381213	113669	15463	8575	2446	1595	608	228	228	1374	4914	19366	32535	1314	529	153	179	106	740	268	34664	64000	1566	898	385	281	210	0	0	0	629	153078	442499	92673	30027	15276	7512	1442	455	1782	380	202	401	378	76	531	357	1823	19792	3920	1538	660	40565	68827	0	0	0	0	0	0	14468	21589	7253	7397	57	0	221	209	74	336	550	2069	657	94795	55472	5010	4818	2015	701	1889	1267	759	452	3935	2580
ENSG00000198604	5739	4797	5093	2106	8821	380	3942	2970	11086	5221	17772	10367	1661	12128	22306	13263	15542	126303	3564	5939	5124	6019	5909	6267	2847	6397	19444	17488	27430	22005	6064	38438	249511	762	641	751	834	899	1866	3159	5436	6567	9491	47584	976	5147	5101	14490	1797	7406	8147	12947	14047	1286	1592	3026	3897	7248	5826	4367	6323	16323	11064	290622	4687	9841	1364	1690	833	1378	10555	5947	10550	11637	17138	26061	27987	13171	19546	166733	249421	8148	1657	2427	3518	2283	7412	5522	3888	4873	3705	136825	386177	11986	6312	7873	4319	3800	6338	6307	14004	8277	9054	117940	313969	216039	23390	15071	18458	24329	19051	9617	34675	29099	33530	13094	194407	561641
ENSG00000165997	14299	13051	19477	3251	3412	152	18351	23569	5012	3766	8372	5505	911	6425	18899	10759	2565	20584	1431	1409	1921	6623	3456	3029	7384	8988	5586	5007	9452	3636	4466	14637	7406	1588	324	866	302	182	116	322	100	376	1078	1454	804	776	1098	1407	65	379	291	2054	775	4025	7207	11155	3871	1515	988	1771	756	2665	608	8393	33004	89293	11997	31587	12066	24548	27919	23241	13133	25310	19667	20883	48878	19650	29513	12132	11878	2919	420	1338	760	753	1704	1320	738	3268	1573	730	1337	1539	1770	2928	883	5412	1822	1805	1686	6814	4342	5464	11725	13885	4765	4337	3373	4616	3363	2815	3105	2949	6955	4929	15101	14356
ENSG00000120162	41921	22762	27787	24806	55760	3191	19970	29524	7141	2351	2963	19371	10366	18086	2734	2355	4101	18911	2422	3955	6246	3881	6399	5506	3490	15648	1058	2277	32417	27980	684	5821	3110	16310	9198	7641	8945	706	227	31657	24012	2739	4667	9548	456	2384	3075	89	0	4400	7608	165	1179	1423	3898	1238	3058	538	658	8390	13258	3240	4814	5449	6826	20043	2959	26043	7437	13795	1216	684	1292	35649	40503	26959	32201	24809	21752	4194	4999	755	194	1362	508	152	594	152	227	333	94	1130	2020	759	76	228	380	76	76	1287	684	231	683	384	912	304	2799	1666	2165	4106	0	0	1015	96	4274	2523	1234	3138
ENSG00000113716	44019	34208	48129	36242	32020	10824	58217	118189	24697	33522	28822	63980	50518	43549	22123	27315	18106	93144	33309	24482	25415	39257	36302	21985	38151	62316	23392	21607	69590	61764	11271	49019	61953	50276	41592	54397	37022	17648	13590	46282	43440	23175	29272	57583	26481	44752	41961	16649	8805	25996	30463	9860	17430	36208	53244	43729	41474	14963	21626	22657	14988	16196	24892	48892	66299	161513	37993	57357	31037	48893	35227	24470	26861	32626	42604	50080	27734	23731	22665	58294	53882	45619	11935	30424	33347	15024	28996	25842	12970	9858	7552	27150	56888	91087	90770	92265	85030	40167	24778	29303	37117	22736	24991	18421	68978	30275	26503	15210	31041	32404	12230	10577	23034	16217	17360	15191	35861	26300
ENSG00000147041	5753	5534	11448	1511	227	607	76	151	0	76	76	1062	303	912	6753	1507	76	1365	3942	3251	2373	8764	5289	3928	152	227	0	228	9624	7120	1435	1518	0	11654	3035	152	379	76	0	5672	3258	13566	12533	379	2487	5095	76	753	163	2178	1809	895	5093	1676	2519	0	73	200	297	379	309	152	63	484	2723	5825	817	1317	274	378	108	0	56	881	227	1135	3015	377	0	2855	2551	6776	576	10255	11106	205	3663	225	542	76	373	4765	6001	2645	8649	74	0	0	0	339	603	76	0	488	805	564	3306	2662	1014	849	0	0	2670	2329	0	0	4534	9153
ENSG00000181045	34016	30016	28478	35209	20746	6428	27986	17661	7546	9642	6442	26107	17913	26245	11882	7779	3593	18754	9713	13954	10464	4961	13829	13863	14730	22945	3495	3686	39337	34820	5500	22825	3631	20641	11165	3674	2668	2940	2057	16100	12423	4545	5416	2924	3423	4415	1206	1333	789	11679	26957	1601	9438	4750	6032	1794	2729	1277	4576	7815	6573	2723	16040	686	6011	16441	4013	13528	6781	8817	6537	3784	3199	10114	11235	8554	5889	6041	6868	4376	839	6771	792	3415	3269	3140	8289	15775	8287	2864	3518	976	1236	7502	6748	7510	12109	6758	4007	10330	17487	11742	14916	1474	5670	3078	1585	1536	720	2270	1603	1787	7351	3584	2944	9644	9040	1527
ENSG00000171311	11656	6836	9228	5493	6867	1022	4975	14040	8279	5880	10313	10818	9641	11055	12085	8436	4219	19736	6823	10254	7269	7873	8308	5751	6164	10865	6687	7675	13833	11407	4401	14864	8770	4381	2761	3201	2749	1430	269	3430	3156	4223	4900	2455	8595	12875	5834	7328	4205	7895	10987	9711	10262	3661	7303	4118	4362	3769	3564	3689	5551	4283	5513	13045	9169	21544	4253	7958	3233	7498	6936	3861	8084	5996	5468	8305	7681	6756	8929	11147	17983	8966	2123	7227	8381	5543	15613	8318	5955	6256	3981	11356	25568	33654	25907	22275	22626	14433	18290	11061	25444	14616	11259	31929	151278	95435	8648	3976	5617	8542	7612	9068	10480	8385	5331	16916	33273	13197
ENSG00000058729	10190	6251	11694	1972	3027	76	13123	14244	5550	5350	7750	7701	3331	4324	11561	6652	2337	12642	2275	3715	3252	7663	8188	3989	6870	12134	13455	9396	14596	11604	3210	18890	10486	4894	2042	4577	3451	1697	1286	5322	6984	7591	10335	6701	3712	8185	9113	11561	4999	4460	8201	7710	10286	7981	9333	15206	11016	9806	9281	6073	5876	4910	3472	18370	16616	45867	7260	20277	10392	11023	18837	14114	10510	16893	17224	12147	34513	14785	9454	5938	8151	5809	1139	2746	2315	2252	9319	1977	2158	2957	2630	3125	7823	37176	22191	32980	33518	11710	19613	10918	20790	17336	13890	37900	143004	80199	5281	6110	4476	10297	5361	5959	6896	8011	6438	8067	18502	33329
ENSG00000175066	6822	8288	8256	2990	8010	531	3623	14314	3159	5445	5507	6695	1899	6399	1513	2424	227	11959	4701	6572	7294	9550	8932	10652	20533	40698	7433	9324	34390	28690	7669	10631	6776	1801	1253	1218	1476	150	76	1945	1941	2989	3220	1548	1088	5663	5466	5086	930	6081	11965	1517	2752	1762	3266	5199	2492	2772	1648	1713	1584	7770	6803	7053	2764	11473	1744	3930	890	1063	5464	3323	2615	22137	31544	24610	304	379	607	4779	4286	9082	1172	9182	6819	152	2013	19516	8880	30963	16786	26593	57144	1831	1204	2775	3248	293	455	903	2011	10942	5334	14013	43028	26780	5738	2729	7352	9050	1938	1096	2853	3320	8306	30002	37489	58688
ENSG00000120658	17098	9388	19847	7182	11173	1534	5679	3482	4743	2799	5836	2660	456	7011	40	152	4959	31422	7646	7365	6723	12250	12939	4540	7057	8114	3944	2042	12917	3401	152	722	27240	8976	2382	1603	1054	1746	436	2498	2851	151	228	10335	5776	9794	2564	7395	2963	5627	7570	890	3293	5537	13707	2434	2348	1888	6434	6603	5846	0	0	71629	28168	76161	18154	23999	8223	23936	563	304	3711	3070	1595	8095	152	75	606	9376	11437	50107	12015	11905	14678	10656	40212	14529	7142	474	268	377	1572	12229	11331	18566	13303	0	0	710	674	0	0	3688	14144	8524	33486	21764	22010	25760	16636	4791	5586	2189	5721	1800	747	3167
ENSG00000170776	55619	68410	54648	29898	14804	7430	14555	13234	282917	399964	282274	67281	56501	66257	86635	58991	38588	250940	28513	14803	16827	18527	21763	30978	7132	33557	590457	467879	156860	122716	53117	154293	384590	41169	27720	9894	11611	190873	89755	87781	91320	58038	83647	183347	14842	53160	3954	166868	80369	33456	35581	17112	31423	17712	25108	9372	11629	123584	48323	29623	29017	41833	14708	180008	70813	191905	35178	52482	19708	29558	256948	126772	204762	134520	121900	191540	161134	60026	167655	31156	46484	25449	4593	9844	5916	21972	69852	22538	9317	7553	4676	124250	380292	13738	8632	17917	8015	18403	11379	14980	17377	8369	6572	7353	22197	12474	25835	13221	13208	16304	46000	33268	84126	64010	15622	8638	371832	494118
ENSG00000137221	58049	36252	29004	52609	231195	11255	65393	61787	22900	29526	23039	25680	24827	21895	16524	18018	14914	49013	35936	83132	71765	32410	71837	27612	33678	57810	14079	20213	37957	57276	8879	35914	22129	67706	96149	64755	54235	21147	11556	22564	29262	25299	27181	23532	27666	21978	27797	11312	5339	21132	18204	7023	14826	24931	35364	20535	37783	10059	13055	10332	9034	9541	31640	24896	25418	59781	16594	50100	22741	32274	36046	22793	35194	13290	15295	26115	9315	8387	8818	30019	31298	33312	10044	28947	34120	30240	37511	29354	13100	13978	8341	23269	44264	9517	8431	13775	11622	14104	8641	14368	14369	12499	16001	7434	31928	19103	9886	6294	9885	13914	7834	6111	36832	21860	6889	5940	38916	34667
ENSG00000072682	16992	14119	12783	11126	6537	2216	61448	19213	29268	45893	70873	77188	87982	58022	8776	27900	14972	37487	9971	7640	4836	9824	11842	6442	3043	8639	44362	17736	79911	25335	8371	20291	21864	8778	6156	3421	3009	34958	28591	12740	44119	8110	7125	16157	12439	27805	20020	50558	29636	35962	31234	25381	27537	5346	11659	4404	2253	14827	29606	5554	3942	7845	40752	10448	18689	39350	16341	19308	7924	15833	69510	40541	90566	20785	24174	53003	10060	5630	14538	6875	7938	23368	5203	2909	2805	22640	46379	18459	10642	6401	3447	943	1458	26843	16123	43402	48507	21514	11453	25550	41376	7350	25618	830	8161	3330	9480	10053	16054	26138	10158	8343	51515	42800	13524	9597	4416	4136
